,mean_rated,height,weight,club,leagueCountry,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,YC_IAT,YR_IAT,RC_IAT,YC_EXP,YR_EXP,RC_EXP
0,0.0,182.0,71.0,33,0,654.0,247.0,179.0,228.0,9.0,19.0,0.0,0.0,1.95344350562,0.0,0.0,3.14812446722,0.0,0.0
1,0.0,183.0,73.0,90,2,336.0,141.0,73.0,122.0,62.0,42.0,0.0,1.0,3.50536155666,0.0258944740494,0.0,4.86746082611,0.0258436071077,0.0
2,0.0,165.0,63.0,82,0,412.0,200.0,97.0,115.0,31.0,11.0,0.0,0.0,0.643299369555,0.0,0.0,1.14116702689,0.0,0.0
3,0.0,178.0,76.0,6,0,260.0,150.0,42.0,68.0,39.0,31.0,0.0,1.0,4.24825083779,0.334683895844,0.0,5.82239091235,0.336100963135,0.0
4,0.0,180.0,73.0,50,1,124.0,41.0,40.0,43.0,1.0,8.0,4.0,2.0,0.770171393651,0.133873558338,0.523449413144,0.773432335405,0.134440385254,0.616930253773
5,1.0,180.0,74.0,35,1,97.0,41.0,23.0,33.0,3.0,11.0,1.0,0.0,1.33248268002,0.0,0.0836709739611,1.58333470378,0.0,0.0840252407838
6,1.0,189.0,80.0,79,1,24.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1.0,188.0,83.0,35,1,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1.0,180.0,68.0,77,1,121.0,34.0,25.0,62.0,3.0,21.0,0.0,2.0,3.32399549074,0.108772266149,0.0,4.31383851083,0.109232813019,0.0
9,1.0,179.0,70.0,76,2,50.0,17.0,8.0,25.0,0.0,3.0,0.0,1.0,0.420785203303,0.336628162643,0.0,0.4199586155,0.3359668924,0.0
10,1.0,180.0,78.0,47,0,36.0,16.0,8.0,12.0,0.0,2.0,0.0,0.0,0.561518512912,0.0,0.0,1.39095005387,0.0,0.0
11,0.0,185.0,78.0,22,3,246.0,93.0,61.0,92.0,25.0,70.0,3.0,2.0,9.88151857237,0.409192287681,0.512994200346,15.184508416,0.804855834647,0.879508999172
12,0.0,185.0,78.0,34,3,85.0,28.0,25.0,32.0,14.0,11.0,1.0,1.0,1.77101274969,0.123297864729,0.123297864729,2.17463317002,0.196099103848,0.196099103848
13,1.0,188.0,75.0,6,0,208.0,109.0,51.0,48.0,21.0,24.0,0.0,2.0,2.39677155425,0.0641711878749,0.0,3.53644745863,0.070016092591,0.0
14,0.0,184.0,79.0,32,2,211.0,88.0,63.0,60.0,9.0,66.0,1.0,0.0,5.42874846014,0.0,0.0841570406607,5.41808426086,0.0,0.0839917231001
15,0.0,188.0,90.0,62,0,206.0,83.0,54.0,69.0,1.0,4.0,0.0,0.0,0.648368571534,0.0,0.0,0.795387803551,0.0,0.0
16,0.0,188.0,76.0,0,2,131.0,46.0,34.0,51.0,13.0,21.0,0.0,0.0,3.50922586933,0.0,0.0,4.47743937771,0.0,0.0
17,0.0,175.0,62.0,81,0,339.0,145.0,68.0,126.0,55.0,21.0,0.0,0.0,2.37230588846,0.0,0.0,3.1871619532,0.0,0.0
18,0.0,190.0,76.0,69,3,82.0,28.0,18.0,36.0,1.0,14.0,1.0,1.0,2.25788792155,0.352919999547,0.184946797094,3.74216531657,0.445678810652,0.294148655772
19,0.0,173.0,73.0,49,0,131.0,55.0,31.0,45.0,4.0,29.0,2.0,1.0,4.80395650969,0.163344841863,0.163344841863,5.41716716538,0.178222781141,0.178222781141
20,0.0,193.0,87.0,1,2,182.0,83.0,40.0,59.0,51.0,18.0,1.0,0.0,2.34188588105,0.0,0.0841570406607,2.89765301158,0.0,0.0839917231001
21,0.0,190.0,88.0,65,3,44.0,22.0,6.0,16.0,0.0,1.0,0.0,1.0,0.354707276873,0.0739787188374,0.0,0.182080924855,0.117659462309,0.0
22,0.0,180.0,78.0,59,0,209.0,67.0,56.0,86.0,41.0,23.0,1.0,0.0,3.25609751183,0.0,0.0326689683727,3.76960700676,0.0,0.0356445562282
23,0.0,190.0,88.0,86,3,286.0,144.0,71.0,71.0,20.0,59.0,2.0,3.0,6.98664831708,0.573876579086,0.407549218899,10.0745243686,0.795022641629,0.266123397933
24,0.0,171.0,69.0,34,3,178.0,53.0,43.0,82.0,39.0,22.0,1.0,0.0,2.66535543983,0.0,0.0369893594187,4.12349203591,0.0,0.0588297311545
25,0.0,180.0,74.0,3,1,453.0,199.0,120.0,134.0,178.0,90.0,2.0,3.0,10.9868313895,0.305721259148,0.122288503659,16.7375232927,0.419437115215,0.167774846086
26,0.0,183.0,73.0,10,3,294.0,145.0,62.0,87.0,60.0,16.0,0.0,0.0,2.49310654635,0.0,0.0,4.33196604289,0.0,0.0
27,0.0,188.0,82.0,72,3,29.0,10.0,11.0,8.0,0.0,3.0,0.0,0.0,1.10968078256,0.0,0.0,1.76489193463,0.0,0.0
28,0.0,172.0,67.0,28,3,373.0,229.0,59.0,85.0,33.0,58.0,1.0,3.0,4.24392643612,0.0819050101414,0.0308244661823,6.23869171323,0.130265833271,0.049024775962
29,0.0,188.0,71.0,58,1,66.0,42.0,14.0,10.0,6.0,11.0,0.0,0.0,3.10411143242,0.0,0.0,4.87213960293,0.0,0.0
30,0.0,182.0,78.0,9,3,322.0,125.0,82.0,115.0,105.0,68.0,3.0,4.0,4.47370645353,0.142765948634,0.0976108095772,6.64707888159,0.227062120245,0.15524512388
31,0.0,187.0,77.0,67,3,200.0,78.0,62.0,60.0,52.0,8.0,0.0,0.0,0.529593685646,0.0,0.0,0.842292341291,0.0,0.0
32,0.0,185.0,78.0,77,1,166.0,61.0,40.0,65.0,5.0,38.0,1.0,0.0,3.17093280147,0.0,0.0557806493074,3.43842838222,0.0,0.0560168271892
33,0.0,179.0,69.0,2,2,15.0,6.0,1.0,8.0,4.0,1.0,0.0,0.0,0.336628162643,0.0,0.0,0.3359668924,0.0,0.0
34,1.0,176.0,66.0,29,1,130.0,39.0,42.0,49.0,31.0,17.0,0.0,1.0,2.86770071117,0.0669367791689,0.0,3.34862586799,0.067220192627,0.0
35,0.0,180.0,74.0,29,1,234.0,70.0,67.0,97.0,3.0,60.0,2.0,1.0,5.21722594372,0.0371870995383,0.075303876565,5.57727250479,0.0373445514595,0.0756227167054
36,1.0,180.0,65.0,56,1,33.0,10.0,10.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,181.0,77.0,86,3,561.0,292.0,139.0,130.0,11.0,197.0,3.0,6.0,16.5109048191,0.286797436547,0.0865382528844,24.2785706057,0.38763698866,0.137634774751
38,0.0,186.0,82.0,74,3,171.0,51.0,50.0,70.0,4.0,69.0,0.0,3.0,5.38627268923,0.512994496054,0.0,8.76475560419,0.845428606026,0.0
39,0.0,177.0,68.0,61,3,17.0,5.0,3.0,9.0,1.0,1.0,0.0,0.0,0.369893594187,0.0,0.0,0.588297311545,0.0,0.0
40,0.0,170.0,68.0,5,1,175.0,77.0,52.0,46.0,11.0,39.0,2.0,1.0,3.80783343888,0.0557806493074,0.141987107328,4.72184081926,0.0560168271892,0.142588287391
41,0.0,175.0,73.0,61,3,197.0,104.0,41.0,52.0,45.0,36.0,0.0,1.0,6.79792018706,0.379421809264,0.0,13.0822405899,0.63298791019,0.0
42,0.0,175.0,68.0,90,2,136.0,50.0,36.0,50.0,1.0,22.0,1.0,0.0,2.87616705153,0.0,0.336628162643,2.87051712709,0.0,0.3359668924
43,0.0,187.0,80.0,47,0,285.0,138.0,57.0,90.0,28.0,50.0,4.0,3.0,5.8622696424,0.898389481494,0.669496021786,9.10208757629,1.94658285478,1.28255276173
44,0.0,175.0,65.0,90,2,77.0,38.0,10.0,29.0,16.0,7.0,0.0,0.0,1.62703611944,0.0,0.0,1.62383997993,0.0,0.0
45,0.0,174.0,66.0,19,3,141.0,57.0,30.0,54.0,16.0,32.0,0.0,0.0,3.5130283822,0.0,0.0,5.58729641471,0.0,0.0
46,1.0,180.0,72.0,47,0,34.0,6.0,15.0,13.0,2.0,3.0,0.0,0.0,0.98006905118,0.0,0.0,1.06933668684,0.0,0.0
47,0.0,180.0,70.0,6,0,139.0,80.0,27.0,32.0,26.0,5.0,0.0,0.0,1.14030983683,0.0,0.0,1.39076261948,0.0,0.0
48,0.0,185.0,77.0,74,3,20.0,5.0,5.0,10.0,4.0,5.0,0.0,0.0,1.84946797094,0.0,0.0,2.94148655772,0.0,0.0
49,0.0,175.0,54.0,42,0,14.0,9.0,1.0,4.0,1.0,1.0,0.0,0.0,0.326689683727,0.0,0.0,0.356445562282,0.0,0.0
50,1.0,182.0,74.0,28,3,345.0,208.0,64.0,73.0,11.0,67.0,2.0,0.0,6.26801792442,0.0,0.597128264211,7.88072176583,0.0,0.942127063972
51,0.0,180.0,68.0,66,3,68.0,30.0,12.0,26.0,3.0,8.0,0.0,1.0,1.33467455679,0.184946797094,0.0,2.0411642677,0.294148655772,0.0
52,0.0,188.0,92.0,58,1,371.0,243.0,81.0,47.0,38.0,48.0,0.0,2.0,5.6110551888,0.129066210353,0.0,7.2016522881,0.155975397948,0.0
53,0.0,174.0,75.0,48,0,138.0,54.0,26.0,58.0,12.0,18.0,1.0,0.0,1.22911691779,0.0,0.0705839999095,1.51870966428,0.0,0.0891357621304
54,0.0,183.0,85.0,0,2,185.0,85.0,43.0,57.0,36.0,25.0,1.0,0.0,4.2148668013,0.0,0.168314081321,4.31615231051,0.0,0.1679834462
55,0.0,183.0,72.0,24,2,58.0,25.0,7.0,26.0,2.0,2.0,0.0,0.0,0.504942243964,0.0,0.0,0.5039503386,0.0,0.0
56,0.0,193.0,92.0,89,2,325.0,132.0,90.0,103.0,31.0,42.0,4.0,3.0,4.04788812342,0.0714059738939,0.51677637944,4.95472207037,0.0712657044485,0.734891561179
57,0.0,188.0,83.0,27,2,322.0,115.0,96.0,111.0,0.0,11.0,0.0,1.0,1.87524650575,0.0843848232766,0.0,2.61159984528,0.0985347985348,0.0
58,0.0,196.0,84.0,24,2,342.0,121.0,85.0,136.0,106.0,39.0,2.0,0.0,2.32023806245,0.0,0.663317846369,2.40913228634,0.0,0.692412454682
59,0.0,174.0,70.0,57,1,5.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.41197631632,0.0,0.0,0.683946488294,0.0,0.0
60,0.0,173.0,72.0,15,2,103.0,49.0,23.0,31.0,6.0,14.0,1.0,0.0,3.12549631605,0.0,0.37559155289,5.29073159424,0.0,0.830357142857
61,0.0,189.0,83.0,71,2,89.0,41.0,22.0,26.0,0.0,1.0,0.0,0.0,0.336628162643,0.0,0.0,0.3359668924,0.0,0.0
62,1.0,180.0,68.0,53,0,214.0,88.0,54.0,72.0,11.0,34.0,0.0,0.0,5.37707548066,0.0,0.0,8.35622490988,0.0,0.0
63,1.0,176.0,70.0,77,1,229.0,111.0,53.0,65.0,68.0,33.0,0.0,2.0,2.9784441026,0.672223188951,0.0,2.66266439527,0.730240157274,0.0
64,1.0,174.0,73.0,56,1,153.0,77.0,31.0,45.0,42.0,18.0,2.0,1.0,2.30474177891,0.386174222081,0.103592634428,4.2765484501,0.52981530343,0.104031250494
65,0.0,183.0,80.0,34,3,255.0,96.0,57.0,102.0,16.0,77.0,7.0,4.0,5.42004821647,0.268884189621,0.68133117192,9.11414808944,0.427646891854,0.920485160006
66,0.0,170.0,73.0,28,3,373.0,215.0,67.0,91.0,96.0,60.0,2.0,2.0,8.30413059855,0.741428381443,0.219228494766,13.7186293002,1.23671185515,0.323663924673
67,0.0,175.0,73.0,60,3,227.0,91.0,51.0,85.0,53.0,25.0,0.0,0.0,3.21279007523,0.0,0.0,5.10978236313,0.0,0.0
68,1.0,174.0,68.0,61,3,108.0,38.0,21.0,49.0,7.0,18.0,0.0,1.0,1.80044239139,0.0462366992734,0.0,2.86351381881,0.0735371639431,0.0
69,0.0,178.0,77.0,32,2,77.0,22.0,23.0,32.0,18.0,8.0,0.0,1.0,2.1319783634,0.336628162643,0.0,2.12779031854,0.3359668924,0.0
70,1.0,186.0,81.0,36,3,147.0,48.0,35.0,64.0,1.0,41.0,1.0,0.0,3.01189728805,0.0,0.0924733985468,4.79027240551,0.0,0.147074327886
71,0.0,169.0,68.0,0,2,116.0,46.0,27.0,43.0,3.0,27.0,0.0,2.0,5.49429758706,0.403953795171,0.0,6.79114786682,0.40316027088,0.0
72,1.0,190.0,79.0,92,0,420.0,195.0,109.0,116.0,24.0,91.0,5.0,2.0,8.50407625348,0.382470333034,0.350095929229,10.5021652369,0.412462389471,0.547519542739
73,0.0,190.0,88.0,58,1,47.0,26.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,183.0,76.0,69,3,114.0,30.0,34.0,50.0,3.0,43.0,0.0,2.0,6.22654216882,0.369893594187,0.0,9.90300474433,0.588297311545,0.0
75,0.0,186.0,87.0,74,3,320.0,161.0,58.0,101.0,150.0,27.0,0.0,5.0,1.89906047384,0.179675946816,0.0,2.9797807527,0.285765631311,0.0
76,0.0,178.0,80.0,68,3,257.0,80.0,78.0,99.0,4.0,45.0,3.0,0.0,4.31972200929,0.0,0.23778873912,6.87030239134,0.0,0.37819112885
77,0.0,180.0,69.0,63,3,55.0,19.0,12.0,24.0,2.0,9.0,1.0,0.0,2.03126702948,0.0,0.415671703892,3.06344036637,0.0,1.28431372549
78,0.0,182.0,71.0,34,3,136.0,50.0,27.0,59.0,32.0,9.0,0.0,0.0,1.44652877023,0.0,0.0,2.33516098476,0.0,0.0
79,0.0,182.0,80.0,60,3,29.0,9.0,10.0,10.0,3.0,5.0,0.0,0.0,1.84946797094,0.0,0.0,2.94148655772,0.0,0.0
80,1.0,181.0,75.0,86,3,213.0,109.0,51.0,53.0,4.0,28.0,0.0,3.0,4.5166949133,0.197672063806,0.0,6.74642904745,0.270788206767,0.0
81,0.0,192.0,86.0,63,3,126.0,45.0,37.0,44.0,5.0,40.0,4.0,1.0,5.17846066082,0.0924733985468,0.443872313025,8.07294529871,0.147074327886,0.705956773853
82,0.0,168.0,67.0,15,2,101.0,47.0,22.0,32.0,11.0,1.0,0.0,0.0,0.354707276873,0.0,0.0,0.182080924855,0.0,0.0
83,1.0,186.0,81.0,3,1,97.0,41.0,25.0,31.0,12.0,19.0,2.0,0.0,4.1037477627,0.0,0.0859031854394,2.88450863135,0.0,-1.31481481481
84,0.0,192.0,85.0,9,3,274.0,98.0,65.0,111.0,5.0,93.0,9.0,4.0,8.15050753456,0.464092567683,0.901141014538,12.0420846755,0.971113592522,1.59451964845
85,0.0,181.0,75.0,12,2,406.0,229.0,83.0,94.0,23.0,62.0,2.0,2.0,8.44400966655,0.372087025027,0.406026203231,14.9803130769,0.373430617846,0.638545454545
86,0.0,182.0,73.0,9,3,230.0,101.0,57.0,72.0,21.0,62.0,1.0,4.0,6.69818953385,0.153094848705,0.0924733985468,10.8565263233,0.243489720611,0.147074327886
87,0.0,193.0,80.0,48,0,100.0,50.0,20.0,30.0,0.0,1.0,0.0,0.0,0.0681212250024,0.0,0.0,0.138564850345,0.0,0.0
88,0.0,188.0,81.0,60,3,32.0,5.0,7.0,20.0,1.0,3.0,2.0,0.0,0.830365485449,0.0,0.737892086902,1.42141776223,0.0,1.27434343434
89,1.0,176.0,69.0,48,0,220.0,148.0,27.0,45.0,13.0,19.0,0.0,0.0,2.7014867923,0.0,0.0,4.60881221235,0.0,0.0
90,1.0,176.0,72.0,57,1,246.0,107.0,66.0,73.0,56.0,45.0,0.0,1.0,7.18899006837,0.167341947922,0.0,9.64005410076,0.168050481568,0.0
91,1.0,173.0,75.0,35,1,50.0,21.0,14.0,15.0,2.0,9.0,1.0,0.0,1.55814353914,0.0,0.0836709739611,0.835284195267,0.0,0.0840252407838
92,0.0,180.0,74.0,32,2,136.0,60.0,28.0,48.0,32.0,15.0,1.0,2.0,3.19796754511,0.673256325285,0.0841570406607,3.1916854778,0.671933784801,0.0839917231001
93,0.0,187.0,79.0,46,2,128.0,51.0,24.0,53.0,11.0,35.0,1.0,1.0,7.1886821649,0.168314081321,0.336628162643,7.27142514643,0.1679834462,0.3359668924
94,1.0,184.0,76.0,4,1,270.0,89.0,82.0,99.0,21.0,53.0,2.0,3.0,3.73344404744,0.22870066216,0.0722612956937,4.84043210107,0.229668991476,0.0725672534042
95,0.0,186.0,84.0,57,1,303.0,115.0,94.0,94.0,101.0,31.0,0.0,0.0,2.65518433817,0.0,0.0,3.11676620082,0.0,0.0
96,0.0,180.0,74.0,6,0,197.0,108.0,47.0,42.0,28.0,44.0,0.0,1.0,9.23128769412,0.368946043451,0.0,13.171598599,0.637171717172,0.0
97,0.0,178.0,72.0,22,3,139.0,52.0,34.0,53.0,4.0,22.0,1.0,0.0,3.90391746862,0.0,0.132267693383,6.97184163016,0.0,0.26345524829
98,0.0,184.0,74.0,11,2,262.0,137.0,55.0,70.0,85.0,11.0,0.0,1.0,1.68520483084,0.0420785203303,0.0,1.78859026153,0.04199586155,0.0
99,0.0,189.0,86.0,88,2,98.0,31.0,31.0,36.0,0.0,4.0,0.0,1.0,0.841570406607,0.168314081321,0.0,0.839917231001,0.1679834462,0.0
100,1.0,186.0,78.0,44,0,63.0,35.0,15.0,13.0,1.0,6.0,0.0,1.0,1.63344841863,0.398173671049,0.0,1.78222781141,1.21272727273,0.0
101,0.0,180.0,70.0,2,2,296.0,125.0,72.0,99.0,7.0,57.0,1.0,0.0,4.09214089109,0.0,0.0306025602402,4.27243581305,0.0,0.0305424447637
102,0.0,184.0,82.0,1,2,460.0,188.0,122.0,150.0,76.0,62.0,0.0,1.0,8.1023052468,0.0374031291825,0.0,10.6357728748,0.0373296547111,0.0
103,0.0,172.0,69.0,32,2,294.0,132.0,74.0,88.0,39.0,62.0,4.0,1.0,5.38418044582,0.168314081321,0.205717210504,5.37360379567,0.1679834462,0.205313100911
104,0.0,185.0,77.0,27,2,296.0,153.0,69.0,74.0,19.0,23.0,0.0,1.0,2.70954208955,0.0673256325285,0.0,3.2211039029,0.0671933784801,0.0
105,0.0,179.0,72.0,8,0,148.0,50.0,37.0,61.0,32.0,12.0,0.0,0.0,2.5781706041,0.0,0.0,4.03779748325,0.0,0.0
106,0.0,169.0,67.0,86,3,377.0,177.0,83.0,117.0,45.0,45.0,1.0,0.0,5.88890019697,0.0,0.091873336307,8.65087169377,0.0,0.156160164271
107,0.0,187.0,83.0,19,3,99.0,43.0,17.0,39.0,3.0,17.0,0.0,0.0,3.18813050228,0.0,0.0,5.07056254236,0.0,0.0
108,0.0,172.0,69.0,6,0,358.0,188.0,92.0,78.0,85.0,34.0,0.0,2.0,4.68579096718,0.278698113879,0.0,7.9712623644,0.525899305351,0.0
109,0.0,188.0,84.0,61,3,238.0,94.0,55.0,89.0,56.0,38.0,4.0,0.0,6.54643631535,0.0,0.596808074327,10.3841639744,0.0,0.864817939171
110,0.0,174.0,81.0,32,2,462.0,198.0,111.0,153.0,121.0,61.0,2.0,1.0,6.83888287531,0.112209387548,0.410781524179,11.6479984938,0.111988964133,0.766074863991
111,0.0,183.0,76.0,83,0,158.0,67.0,33.0,58.0,17.0,15.0,0.0,1.0,2.92929720375,0.0544482806211,0.0,3.36725112689,0.0594075937136,0.0
112,0.0,191.0,76.0,92,0,213.0,86.0,48.0,79.0,58.0,29.0,0.0,2.0,2.82493863885,0.353913824037,0.0,3.19070971519,0.386149359138,0.0
113,0.0,170.0,70.0,59,0,378.0,149.0,101.0,128.0,134.0,30.0,2.0,0.0,3.55185700898,0.0,0.382493168193,4.35133787971,0.0,0.476886974513
114,0.0,180.0,71.0,63,3,389.0,157.0,93.0,139.0,9.0,87.0,5.0,2.0,9.70976514849,0.0620800437797,0.181864350475,14.6494336971,0.0987352131264,0.289246178176
115,0.0,180.0,70.0,65,3,391.0,242.0,79.0,70.0,69.0,62.0,3.0,3.0,7.09669672063,0.29337805411,0.221936156512,12.7436622631,0.499382435147,0.352978386927
116,0.0,172.0,68.0,41,3,177.0,64.0,44.0,69.0,43.0,18.0,1.0,0.0,1.78483429973,0.0,0.184946797094,3.41814183708,0.0,0.294148655772
117,0.0,192.0,84.0,67,3,179.0,74.0,45.0,60.0,11.0,27.0,0.0,0.0,2.60268159327,0.0,0.0,4.2905424534,0.0,0.0
118,1.0,175.0,64.0,17,3,176.0,91.0,43.0,42.0,1.0,31.0,0.0,1.0,5.88026249652,0.0340606125012,0.0,7.90990828541,0.0692824251727,0.0
119,0.0,184.0,73.0,87,1,313.0,84.0,81.0,148.0,46.0,27.0,0.0,3.0,1.96593388926,0.207185268856,0.0,2.07970860628,0.208062500988,0.0
120,0.0,184.0,81.0,56,1,54.0,27.0,12.0,15.0,0.0,3.0,0.0,0.0,0.605592930264,0.0,0.0,0.636529698227,0.0,0.0
121,0.0,174.0,65.0,50,1,186.0,61.0,60.0,65.0,20.0,19.0,0.0,0.0,0.999495246216,0.0,0.0,1.0037271559,0.0,0.0
122,0.0,180.0,77.0,56,1,563.0,285.0,138.0,140.0,9.0,91.0,1.0,1.0,7.12974621892,0.0278903246537,0.0196872879908,9.69309795058,0.0280084135946,0.0197706448903
123,0.0,176.0,68.0,67,3,219.0,94.0,53.0,72.0,58.0,29.0,0.0,0.0,1.9544579709,0.0,0.0,3.10846791585,0.0,0.0
124,0.0,184.0,78.0,93,0,216.0,87.0,60.0,69.0,14.0,43.0,3.0,3.0,5.07259524085,0.821564858425,0.425176745988,8.17262498453,1.49445183471,0.488621419348
125,0.0,178.0,78.0,59,0,317.0,120.0,68.0,129.0,5.0,31.0,0.0,0.0,2.88284024323,0.0,0.0,3.2833971451,0.0,0.0
126,0.0,180.0,74.0,71,2,139.0,39.0,36.0,64.0,11.0,24.0,0.0,0.0,5.16521383281,0.0,0.0,8.4557320962,0.0,0.0
127,0.0,176.0,74.0,60,3,344.0,138.0,92.0,114.0,16.0,61.0,2.0,3.0,3.65568672162,0.129462757966,0.364865067468,5.50429796971,0.205904059041,0.665620817034
128,1.0,190.0,85.0,88,2,113.0,40.0,26.0,47.0,8.0,24.0,1.0,3.0,5.40237029623,0.392732856417,0.336628162643,6.1882030679,0.391961374467,0.3359668924
129,0.0,177.0,74.0,68,3,249.0,95.0,70.0,84.0,3.0,37.0,1.0,0.0,4.79247547586,0.0,0.123297864729,6.13911822243,0.0,0.196099103848
130,1.0,175.0,70.0,48,0,344.0,171.0,68.0,105.0,36.0,48.0,3.0,3.0,4.53496590738,0.74889046563,0.427465876371,7.44032243243,1.26555708499,0.846986764869
131,0.0,173.0,72.0,69,3,172.0,65.0,43.0,64.0,31.0,45.0,0.0,1.0,4.50701733714,0.369893594187,0.0,7.16818626813,0.588297311545,0.0
132,0.0,184.0,82.0,69,3,199.0,73.0,40.0,86.0,35.0,37.0,1.0,1.0,3.30474301389,0.369893594187,0.184946797094,5.22763097859,0.588297311545,0.294148655772
133,0.0,184.0,80.0,22,3,370.0,143.0,90.0,137.0,1.0,36.0,1.0,4.0,3.88928292495,0.15692455511,0.0528419420267,6.36886620959,0.249580677625,0.0840424730778
134,0.0,184.0,79.0,65,3,364.0,244.0,71.0,49.0,6.0,85.0,5.0,0.0,6.67733374367,0.0,0.483331411482,10.1416887424,0.0,0.661127707927
135,0.0,177.0,76.0,10,3,385.0,209.0,84.0,92.0,71.0,75.0,1.0,3.0,8.21695635285,0.543378048466,0.118235758958,10.6201503204,0.806856193423,0.0606936416185
136,1.0,190.0,96.0,27,2,239.0,87.0,68.0,84.0,72.0,22.0,1.0,2.0,2.9718127973,0.168314081321,0.120906584034,3.50378425527,0.1679834462,0.189595145728
137,0.0,189.0,76.0,60,3,270.0,100.0,72.0,98.0,36.0,35.0,2.0,0.0,3.26099277563,0.0,0.258925515931,4.75645211774,0.0,0.411808118081
138,0.0,180.0,80.0,12,2,521.0,347.0,80.0,94.0,170.0,50.0,2.0,2.0,5.41879897307,0.0893828055055,0.239395077715,8.76932186002,0.0952867476278,0.353556249486
139,1.0,185.0,82.0,59,0,148.0,48.0,40.0,60.0,3.0,10.0,1.0,0.0,1.06831345058,0.0,0.163344841863,1.27408582365,0.0,0.178222781141
140,1.0,172.0,67.0,56,1,219.0,78.0,60.0,81.0,15.0,10.0,0.0,0.0,0.643855292326,0.0,0.0,0.660767735356,0.0,0.0
141,1.0,181.0,81.0,93,0,328.0,160.0,61.0,107.0,95.0,12.0,0.0,0.0,1.04932040614,0.0,0.0,1.58768048249,0.0,0.0
142,0.0,185.0,77.0,17,3,148.0,52.0,30.0,66.0,5.0,48.0,4.0,2.0,4.3936873842,0.184946797094,0.53942815819,6.9879406308,0.294148655772,0.857933579336
143,0.0,186.0,81.0,9,3,31.0,18.0,7.0,6.0,0.0,2.0,0.0,0.0,0.728511552438,0.0,0.0,1.27603595351,0.0,0.0
144,1.0,166.0,67.0,88,2,390.0,147.0,95.0,148.0,12.0,66.0,2.0,2.0,7.07939489856,0.293569263599,0.174350911987,9.22462372338,0.396381682725,0.22622160008
145,0.0,183.0,81.0,37,2,157.0,62.0,30.0,65.0,59.0,17.0,1.0,0.0,2.86469627822,0.0,0.352919999547,4.94928864855,0.0,0.445678810652
146,0.0,193.0,88.0,75,0,364.0,190.0,84.0,90.0,0.0,24.0,0.0,0.0,3.0842386122,0.0,0.0,4.76697385441,0.0,0.0
147,0.0,185.0,81.0,38,2,171.0,70.0,35.0,66.0,45.0,26.0,1.0,1.0,4.70829575863,0.112209387548,0.398173671049,7.65916230438,0.111988964133,1.21272727273
148,0.0,189.0,85.0,10,3,148.0,62.0,31.0,55.0,0.0,5.0,1.0,0.0,0.758353034171,0.0,0.0739787188374,1.03412498035,0.0,0.117659462309
149,0.0,181.0,74.0,33,0,320.0,130.0,71.0,119.0,56.0,55.0,1.0,4.0,6.78917341407,0.710659454468,0.168314081321,8.17313961659,0.709263439512,0.1679834462
150,0.0,170.0,67.0,20,0,662.0,404.0,146.0,112.0,16.0,106.0,1.0,3.0,6.14829541511,0.219246953476,0.0408362104658,8.78127671956,0.349512765285,0.0445556952852
151,1.0,180.0,65.0,48,0,419.0,193.0,114.0,112.0,77.0,57.0,1.0,2.0,4.27405079361,0.098006905118,0.0204181052329,5.04339260574,0.106933668684,0.0222778476426
152,0.0,198.0,83.0,80,0,192.0,68.0,52.0,72.0,1.0,11.0,0.0,1.0,1.6689760709,0.0272241403106,0.0,2.54178478403,0.0297037968568,0.0
153,1.0,190.0,89.0,90,2,241.0,94.0,60.0,87.0,13.0,21.0,3.0,1.0,2.53499708035,0.0841570406607,0.729361019059,2.53001734805,0.0839917231001,0.727928266867
154,0.0,176.0,62.0,30,2,258.0,135.0,56.0,67.0,6.0,35.0,0.0,1.0,4.88695071822,0.0682616180457,0.0,5.05570457124,0.0410678971655,0.0
155,0.0,177.0,71.0,19,3,273.0,116.0,65.0,92.0,31.0,50.0,3.0,1.0,5.39372464822,0.184473021725,0.317608529973,9.22612716462,0.318585858586,0.511539469323
156,1.0,184.0,75.0,43,1,236.0,115.0,68.0,53.0,20.0,34.0,1.0,1.0,4.81825330281,0.372072316938,0.322176864361,5.55378067986,0.627717391304,0.117647058824
157,0.0,182.0,82.0,9,3,120.0,53.0,30.0,37.0,6.0,25.0,1.0,1.0,3.68608661301,0.0462366992734,0.0616489323645,6.6188207334,0.0735371639431,0.0980495519241
158,0.0,182.0,76.0,32,2,278.0,103.0,79.0,96.0,17.0,40.0,1.0,1.0,4.20776702592,0.0336628162643,0.0841570406607,4.19950131488,0.03359668924,0.0839917231001
159,0.0,189.0,80.0,24,2,73.0,33.0,11.0,29.0,0.0,5.0,0.0,1.0,1.25595037109,0.168314081321,0.0,1.6917438581,0.1679834462,0.0
